subject,body,sender,label
Security Alert: Unusual sign-in activity detected,"Your tax refund of $3,247.00 is ready to be processed. To receive your refund, please verify your banking details at: http://secure-login.account-verify.148.xyz/auth This is a time-sensitive matter from the IRS. Alternative link: http://secure-login.account-verify.194.xyz/auth",security@0ffice365.co,1
Feedback requested on design mockups,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",newsletter@ourcompany.com,0
Congratulations! You've won a $1000 gift card,"Alert: Your password will expire in 2 hours. Reset your password now to maintain access to your account: http://docs.google.com.xr3p3lhp.info/document If you did not request this change, contact support immediately.",security@acc0unt-verify.com,1
Security Alert: Unusual sign-in activity detected,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://10.0.150.150/phish/login.php Thank you for your cooperation. ACT NOW!",support@amaz0n-billing.ru,1
Tax refund notification - claim your refund now,WARNING: We detected multiple unauthorized login attempts on your account from IP address 192.168.248.163. Secure your account NOW: http://www.paypa1.com/signin/mp1lpts2 Ignoring this message may lead to data breach. Alternative link: http://login.microsoftonline.k42161j4.tk/oauth,noreply@netfl1x-update.top,1
Feedback requested on design mockups,Hey all! We're organizing a team lunch this Friday at 12:30 PM at Olive Garden. Please RSVP by Wednesday so I can make the reservation. Vegetarian and vegan options are available. Hope to see everyone there! - Mike,newsletter@ourcompany.com,0
Congratulations! You've won a $1000 gift card,"Dear Account Holder, We are updating our privacy policy and need you to review and accept the new terms. Click here to continue using your account: http://www.amaz0n-support.com/verify/277kxxsy Non-compliance will result in account restriction. Alternative link: http://account-security.vg9ysqjv.ru/update",helpdesk@g00gle-alert.org,1
Reminder: Submit your timesheet by Friday,"Team, Here are the key takeaways from today's standup: Frontend - Login page redesign completed. Backend - API endpoints for user profiles deployed to staging. QA - 12 test cases passed, 2 minor bugs logged. Next sprint planning is scheduled for Monday at 10 AM.",orders@amazon.com,0
You have (1) unread secure message,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://192.168.1.17/verify-account This is an automated security measure. Act now to protect your account. Time is running out! Alternative link: http://secure-login.account-verify.3.xyz/auth",security@0ffice365.co,1
Conference registration confirmation,"Your monthly account statement for October is now available. You can view and download it from your dashboard at https://www.ourbank.com/statements. If you have any questions about your statement, please contact customer service.",no-reply@google.com,0
Your monthly statement is ready,"We're hiring! We're looking for a Senior Software Engineer to join our platform team. Requirements include 5+ years of experience, proficiency in Python and Go, and experience with distributed systems. Apply at https://careers.ourcompany.com/senior-swe",newsletter@ourcompany.com,0
New blog post: Best practices for code reviews,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",david.smith@ourcompany.com,0
Security Alert: Unusual sign-in activity detected,"Dear Customer, We have detected unusual activity on your account. Please click the link below to verify your identity immediately or your account will be permanently suspended. http://login.microsoftonline.yv2v1itu.tk/oauth This is an automated security measure. Act now to protect your account.",alert@bank0famerica.net,1
URGENT: Your account has been compromised,"Your tax refund of $3,247.00 is ready to be processed. To receive your refund, please verify your banking details at: http://portal.office365-security.4d0np093.co/reset This is a time-sensitive matter from the IRS. This is your FINAL warning!",helpdesk@g00gle-alert.org,1
Your monthly statement is ready,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",support@figma.com,0
Meeting scheduled for Thursday at 2 PM,"Hello everyone, I'm pleased to share the Q3 progress report. We've completed 87% of our planned deliverables and are on track to meet all major milestones. Key highlights include the successful launch of the new API, completion of database migration, and positive user feedback on the redesigned dashboard. Full report attached.",no-reply@google.com,0
Monthly newsletter - Company updates,"Hi team, The design team has completed the initial mockups for the new customer portal. We'd love your feedback before we move to the development phase. Please review the designs in Figma and add your comments by end of week. Link: https://www.figma.com/file/project-portal",team@slack.com,0
Security Alert: Unusual sign-in activity detected,"Dear Valued Customer, As part of our security upgrade, we require all users to re-verify their account information. Please complete the verification process here: http://bit.ly/1nkxgst8 Thank you for your cooperation. ACT NOW! Alternative link: http://192.168.1.245/verify-account",admin@paypa1-support.xyz,1
Congratulations! You've won a $1000 gift card,"Dear User, We noticed a sign-in attempt from an unrecognized device. If this wasn't you, please secure your account immediately by clicking: http://bit.ly/izaxd6ah Your security is our top priority. Alternative link: http://bit.ly/p4nm444n",security@0ffice365.co,1
Conference registration confirmation,"Happy Birthday, Alex! Wishing you a wonderful day filled with joy and celebration. The team has put together a little something for you - check the break room at noon! Best wishes from everyone at the office.",mike.chen@ourcompany.com,0
